role_id	role_name	row_type	parent_menu_id	parent_label	parent_route	parent_required_permissions	parent_permission_coverage	child_menu_id	child_label	child_route	child_required_permissions	child_permission_coverage
9	Intern/Student Teacher	child	1300	My Assignments			n/a	1302	Assigned Subjects			n/a
9	Intern/Student Teacher	child	1300	My Assignments			n/a	1303	My Schedule			n/a
9	Intern/Student Teacher	parent	150	Communications	manage_communications	communications_view	ok	NULL				
9	Intern/Student Teacher	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
9	Intern/Student Teacher	parent	1304	Lesson Plans			n/a	NULL				
9	Intern/Student Teacher	child	1304	Lesson Plans			n/a	1305	My Lesson Plans			n/a
9	Intern/Student Teacher	child	1304	Lesson Plans			n/a	1306	Create Lesson Plan			n/a
9	Intern/Student Teacher	child	1304	Lesson Plans			n/a	1307	Mentor Feedback			n/a
9	Intern/Student Teacher	parent	1308	Observations			n/a	NULL				
9	Intern/Student Teacher	child	1308	Observations			n/a	1309	Observation Schedule			n/a
9	Intern/Student Teacher	child	1308	Observations			n/a	1310	Feedback Received			n/a
9	Intern/Student Teacher	child	1308	Observations			n/a	1311	Improvement Areas			n/a
9	Intern/Student Teacher	parent	510	Development			n/a	NULL				
9	Intern/Student Teacher	child	510	Development			n/a	511	Competencies			n/a
9	Intern/Student Teacher	child	510	Development			n/a	512	My Progress			n/a
9	Intern/Student Teacher	parent	1312	Mentorship			n/a	NULL				
9	Intern/Student Teacher	child	1312	Mentorship			n/a	1313	My Mentor			n/a
9	Intern/Student Teacher	child	1312	Mentorship			n/a	1314	Meetings			n/a
9	Intern/Student Teacher	child	1312	Mentorship			n/a	1315	Mentor Notes			n/a
9	Intern/Student Teacher	parent	1316	Resources			n/a	NULL				
9	Intern/Student Teacher	child	1316	Resources			n/a	1317	Teaching Materials			n/a
9	Intern/Student Teacher	child	1316	Resources			n/a	1318	Syllabus			n/a
9	Intern/Student Teacher	child	1316	Resources			n/a	1319	Schemes of Work			n/a
9	Intern/Student Teacher	child	1316	Resources			n/a	1320	Past Papers			n/a
9	Intern/Student Teacher	parent	1321	My Development			n/a	NULL				
9	Intern/Student Teacher	child	1321	My Development			n/a	1322	Competency Checklist			n/a
9	Intern/Student Teacher	child	1321	My Development			n/a	1323	Progress Tracker			n/a
9	Intern/Student Teacher	child	1321	My Development			n/a	1324	Learning Goals			n/a
9	Intern/Student Teacher	child	1321	My Development			n/a	1325	Reflection Journal			n/a
9	Intern/Student Teacher	parent	1326	Students			n/a	NULL				
9	Intern/Student Teacher	child	1326	Students			n/a	1327	Class Lists			n/a
9	Intern/Student Teacher	child	1326	Students			n/a	1328	Student Info			n/a
10	Accountant	parent	107	Dashboard	school_accountant_dashboard	finance_view	ok	NULL				
10	Accountant	parent	550	Fees			n/a	NULL				
10	Accountant	child	550	Fees			n/a	560	Uniform Sales			n/a
10	Accountant	parent	555	Payroll	manage_payrolls	finance_view	ok	NULL				
10	Accountant	child	555	Payroll	manage_payrolls	finance_view	ok	562	Payslips			n/a
10	Accountant	parent	558	Reports			n/a	NULL				
10	Accountant	child	558	Reports			n/a	561	Budget Management			n/a
10	Accountant	child	558	Reports			n/a	563	School Expenses			n/a
10	Accountant	parent	910	Accounts & Cash			n/a	NULL				
10	Accountant	child	910	Accounts & Cash			n/a	911	Bank Accounts			n/a
10	Accountant	child	910	Accounts & Cash			n/a	912	Bank Transactions			n/a
10	Accountant	child	910	Accounts & Cash			n/a	913	Petty Cash			n/a
10	Accountant	child	910	Accounts & Cash			n/a	914	Cash Reconciliation			n/a
10	Accountant	child	910	Accounts & Cash			n/a	915	Account Balances			n/a
10	Accountant	parent	100000	Income			n/a	NULL				
10	Accountant	child	100000	Income			n/a	100008	Fee Structure	manage_fee_structure	finance_view	ok
10	Accountant	child	100000	Income			n/a	100009	Student Fee Accounts	all_students		n/a
10	Accountant	child	100000	Income			n/a	100010	Payments	manage_payments	finance_view	ok
10	Accountant	child	100000	Income			n/a	100011	Unmatched Payments	unmatched_payments		n/a
10	Accountant	parent	100001	Expenditure			n/a	NULL				
10	Accountant	child	100001	Expenditure			n/a	100012	Payroll	payroll	finance_view	ok
10	Accountant	child	100001	Expenditure			n/a	100013	Vendors & Suppliers	vendors		n/a
10	Accountant	child	100001	Expenditure			n/a	100014	Purchase Orders	purchase_orders		n/a
10	Accountant	child	100001	Expenditure			n/a	100015	Petty Cash	petty_cash		n/a
10	Accountant	parent	920	M-Pesa & Mobile Money			n/a	NULL				
10	Accountant	child	920	M-Pesa & Mobile Money			n/a	921	M-Pesa Transactions			n/a
10	Accountant	child	920	M-Pesa & Mobile Money			n/a	922	Unmatched Payments			n/a
10	Accountant	child	920	M-Pesa & Mobile Money			n/a	923	Reconciliation			n/a
10	Accountant	child	920	M-Pesa & Mobile Money			n/a	924	Till / Paybill Settings			n/a
10	Accountant	child	920	M-Pesa & Mobile Money			n/a	925	Reversal Logs			n/a
10	Accountant	parent	100002	Accounts & Balances			n/a	NULL				
10	Accountant	child	100002	Accounts & Balances			n/a	100016	Bank Accounts	bank_accounts		n/a
10	Accountant	child	100002	Accounts & Balances			n/a	100017	Bank Transactions	bank_transactions		n/a
10	Accountant	child	100002	Accounts & Balances			n/a	100018	M-Pesa Settlements	mpesa_settlements		n/a
10	Accountant	parent	930	Vendors & Suppliers			n/a	NULL				
10	Accountant	child	930	Vendors & Suppliers			n/a	931	Vendors			n/a
10	Accountant	child	930	Vendors & Suppliers			n/a	932	Purchase Orders			n/a
10	Accountant	child	930	Vendors & Suppliers			n/a	933	Invoices			n/a
10	Accountant	child	930	Vendors & Suppliers			n/a	934	Vendor Payments			n/a
10	Accountant	child	930	Vendors & Suppliers			n/a	935	Outstanding Liabilities			n/a
10	Accountant	parent	940	Financial Controls			n/a	NULL				
10	Accountant	child	940	Financial Controls			n/a	941	Transaction Approvals			n/a
10	Accountant	child	940	Financial Controls			n/a	942	Audit Logs			n/a
10	Accountant	child	940	Financial Controls			n/a	943	Adjustments & Reversals			n/a
10	Accountant	child	940	Financial Controls			n/a	944	Deleted / Voided			n/a
10	Accountant	child	940	Financial Controls			n/a	945	Exception Reports			n/a
10	Accountant	parent	950	Assets & Inventory			n/a	NULL				
10	Accountant	child	950	Assets & Inventory			n/a	951	Asset Purchases			n/a
10	Accountant	child	950	Assets & Inventory			n/a	952	Depreciation			n/a
10	Accountant	child	950	Assets & Inventory			n/a	953	Inventory Expenses			n/a
10	Accountant	child	950	Assets & Inventory			n/a	954	Asset Disposal			n/a
14	Inventory Manager	parent	108	Dashboard	store_manager_dashboard	inventory_view	ok	NULL				
14	Inventory Manager	parent	600	Inventory	manage_inventory	inventory_view	ok	NULL				
14	Inventory Manager	child	600	Inventory	manage_inventory	inventory_view	ok	601	Manage Inventory	manage_inventory	inventory_view	ok
14	Inventory Manager	child	600	Inventory	manage_inventory	inventory_view	ok	603	Requisitions	manage_requisitions	inventory_view	ok
14	Inventory Manager	child	600	Inventory	manage_inventory	inventory_view	ok	602	Stock Management	manage_stock	inventory_view	ok
14	Inventory Manager	parent	150	Communications	manage_communications	communications_view	ok	NULL				
14	Inventory Manager	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
16	Cateress	parent	109	Dashboard	catering_manager_cook_lead_dashboard	inventory_view	ok	NULL				
16	Cateress	parent	650	Menu & Food			n/a	NULL				
16	Cateress	child	650	Menu & Food			n/a	652	Food Store	food_store	inventory_view	ok
16	Cateress	child	650	Menu & Food			n/a	651	Menu Planning	menu_planning	inventory_view	ok
16	Cateress	parent	150	Communications	manage_communications	communications_view	ok	NULL				
16	Cateress	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
18	Boarding Master	parent	110	Dashboard	matron_housemother_dashboard	boarding_view	ok	NULL				
18	Boarding Master	parent	700	Boarding	manage_boarding	boarding_view	ok	NULL				
18	Boarding Master	child	700	Boarding	manage_boarding	boarding_view	ok	701	Manage Boarding	manage_boarding	boarding_view	ok
18	Boarding Master	child	700	Boarding	manage_boarding	boarding_view	ok	1329	Roll Call	boarding_roll_call		n/a
18	Boarding Master	child	700	Boarding	manage_boarding	boarding_view	ok	1330	Permissions & Exeats	permissions_exeats		n/a
18	Boarding Master	child	700	Boarding	manage_boarding	boarding_view	ok	1331	Dormitory Management	dormitory_management		n/a
18	Boarding Master	parent	150	Communications	manage_communications	communications_view	ok	NULL				
18	Boarding Master	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
21	Talent Development	parent	111	Dashboard	hod_talent_development_dashboard	activities_view	ok	NULL				
21	Talent Development	parent	750	Activities	manage_activities	activities_view	ok	NULL				
21	Talent Development	child	750	Activities	manage_activities	activities_view	ok	751	Manage Activities	manage_activities	activities_view	ok
21	Talent Development	parent	150	Communications	manage_communications	communications_view	ok	NULL				
21	Talent Development	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
23	Driver	parent	112	Dashboard	driver_dashboard	transport_view	ok	NULL				
23	Driver	parent	800	Transport	manage_transport		n/a	NULL				
23	Driver	child	800	Transport	manage_transport		n/a	801	My Routes	my_routes	transport_view	ok
23	Driver	child	800	Transport	manage_transport		n/a	802	My Vehicle	my_vehicle	transport_view	ok
23	Driver	parent	150	Communications	manage_communications	communications_view	ok	NULL				
23	Driver	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
24	Chaplain	parent	113	Dashboard	school_counselor_chaplain_dashboard	chapel_view	ok	NULL				
24	Chaplain	parent	850	Counseling			n/a	NULL				
24	Chaplain	child	850	Counseling			n/a	852	Chapel Services	chapel_services	chapel_view	ok
24	Chaplain	child	850	Counseling			n/a	851	Student Counseling	student_counseling	chapel_view	ok
24	Chaplain	parent	150	Communications	manage_communications	communications_view	ok	NULL				
24	Chaplain	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
32	Kitchen Staff	parent	100019	Dashboard	support_staff_dashboard		n/a	NULL				
33	Security Staff	parent	100019	Dashboard	support_staff_dashboard		n/a	NULL				
34	Janitor	parent	100019	Dashboard	support_staff_dashboard		n/a	NULL				
63	Deputy Head - Discipline	parent	1334	Dashboard	deputy_head_discipline_dashboard		n/a	NULL				
63	Deputy Head - Discipline	parent	900	Students			n/a	NULL				
63	Deputy Head - Discipline	child	900	Students			n/a	902	Admissions	manage_students_admissions	admission_view	ok
63	Deputy Head - Discipline	child	900	Students			n/a	901	All Students	manage_students	students_view	ok
63	Deputy Head - Discipline	parent	1160	Discipline			n/a	NULL				
63	Deputy Head - Discipline	child	1160	Discipline			n/a	1161	All Cases			n/a
63	Deputy Head - Discipline	child	1160	Discipline			n/a	1162	Log New Case			n/a
63	Deputy Head - Discipline	child	1160	Discipline			n/a	1163	Pending Cases			n/a
63	Deputy Head - Discipline	child	1160	Discipline			n/a	1164	Resolved Cases			n/a
63	Deputy Head - Discipline	child	1160	Discipline			n/a	1165	Sanctions			n/a
63	Deputy Head - Discipline	parent	150	Communications	manage_communications	communications_view	ok	NULL				
63	Deputy Head - Discipline	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
63	Deputy Head - Discipline	parent	1166	Student Conduct			n/a	NULL				
63	Deputy Head - Discipline	child	1166	Student Conduct			n/a	1167	Behavior Logs			n/a
63	Deputy Head - Discipline	child	1166	Student Conduct			n/a	1168	Conduct Grades			n/a
63	Deputy Head - Discipline	child	1166	Student Conduct			n/a	1169	Rewards & Recognition			n/a
63	Deputy Head - Discipline	child	1166	Student Conduct			n/a	1170	Counseling Referrals			n/a
63	Deputy Head - Discipline	parent	1171	Attendance			n/a	NULL				
63	Deputy Head - Discipline	child	1171	Attendance			n/a	1172	Daily Overview			n/a
63	Deputy Head - Discipline	child	1171	Attendance			n/a	1173	Truancy Cases			n/a
63	Deputy Head - Discipline	child	1171	Attendance			n/a	1174	Late Arrivals			n/a
63	Deputy Head - Discipline	child	1171	Attendance			n/a	1175	Chronic Absenteeism			n/a
63	Deputy Head - Discipline	parent	1176	Parent Communication			n/a	NULL				
63	Deputy Head - Discipline	child	1176	Parent Communication			n/a	1177	Schedule Meetings			n/a
63	Deputy Head - Discipline	child	1176	Parent Communication			n/a	1178	Send Notifications			n/a
63	Deputy Head - Discipline	child	1176	Parent Communication			n/a	1179	Meeting Records			n/a
63	Deputy Head - Discipline	parent	1180	Student Welfare			n/a	NULL				
63	Deputy Head - Discipline	child	1180	Student Welfare			n/a	1181	At-Risk Students			n/a
63	Deputy Head - Discipline	child	1180	Student Welfare			n/a	1182	Intervention Plans			n/a
63	Deputy Head - Discipline	child	1180	Student Welfare			n/a	1183	Follow-ups			n/a
63	Deputy Head - Discipline	parent	1184	Reports			n/a	NULL				
63	Deputy Head - Discipline	child	1184	Reports			n/a	1185	Discipline Reports			n/a
63	Deputy Head - Discipline	child	1184	Reports			n/a	1186	Attendance Reports			n/a
63	Deputy Head - Discipline	child	1184	Reports			n/a	1187	Conduct Reports			n/a
63	Deputy Head - Discipline	child	1184	Reports			n/a	1188	Weekly Summary			n/a
64	Staff	parent	100019	Dashboard	support_staff_dashboard		n/a	NULL				
65	TeacherTest	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
65	TeacherTest	parent	450	My Teaching			n/a	NULL				
65	TeacherTest	parent	1204	My Students			n/a	NULL				
65	TeacherTest	child	1204	My Students			n/a	1205	Student List			n/a
65	TeacherTest	child	1204	My Students			n/a	1206	Student Profiles			n/a
65	TeacherTest	child	1204	My Students			n/a	1207	Performance			n/a
65	TeacherTest	child	1204	My Students			n/a	1208	Special Needs			n/a
65	TeacherTest	parent	1209	Attendance			n/a	NULL				
65	TeacherTest	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
65	TeacherTest	child	1209	Attendance			n/a	1211	Attendance History			n/a
65	TeacherTest	child	1209	Attendance			n/a	1212	Absentees Today			n/a
65	TeacherTest	parent	150	Communications	manage_communications	communications_view	ok	NULL				
65	TeacherTest	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
65	TeacherTest	parent	1213	Lesson Plans			n/a	NULL				
65	TeacherTest	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
65	TeacherTest	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
65	TeacherTest	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
65	TeacherTest	parent	1217	Assessments			n/a	NULL				
65	TeacherTest	child	1217	Assessments			n/a	1218	Create Assessment			n/a
65	TeacherTest	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
65	TeacherTest	child	1217	Assessments			n/a	1220	Enter Marks			n/a
65	TeacherTest	child	1217	Assessments			n/a	1221	Class Results			n/a
65	TeacherTest	parent	1222	Discipline			n/a	NULL				
65	TeacherTest	child	1222	Discipline			n/a	1223	Log Incident			n/a
65	TeacherTest	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
65	TeacherTest	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
65	TeacherTest	parent	1226	Parents			n/a	NULL				
65	TeacherTest	child	1226	Parents			n/a	1227	Parent Contacts			n/a
65	TeacherTest	child	1226	Parents			n/a	1228	Send Message			n/a
65	TeacherTest	child	1226	Parents			n/a	1229	Message History			n/a
65	TeacherTest	parent	1230	Reports			n/a	NULL				
65	TeacherTest	child	1230	Reports			n/a	1231	Class Report			n/a
65	TeacherTest	child	1230	Reports			n/a	1232	Progress Reports			n/a
65	TeacherTest	child	1230	Reports			n/a	1233	Term Reports			n/a
65	TeacherTest	child	1230	Reports			n/a	1234	Report Cards			n/a
66	TeacherTest_1767163062	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
66	TeacherTest_1767163062	parent	450	My Teaching			n/a	NULL				
66	TeacherTest_1767163062	parent	1204	My Students			n/a	NULL				
66	TeacherTest_1767163062	child	1204	My Students			n/a	1205	Student List			n/a
66	TeacherTest_1767163062	child	1204	My Students			n/a	1206	Student Profiles			n/a
66	TeacherTest_1767163062	child	1204	My Students			n/a	1207	Performance			n/a
66	TeacherTest_1767163062	child	1204	My Students			n/a	1208	Special Needs			n/a
66	TeacherTest_1767163062	parent	1209	Attendance			n/a	NULL				
66	TeacherTest_1767163062	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
66	TeacherTest_1767163062	child	1209	Attendance			n/a	1211	Attendance History			n/a
66	TeacherTest_1767163062	child	1209	Attendance			n/a	1212	Absentees Today			n/a
66	TeacherTest_1767163062	parent	150	Communications	manage_communications	communications_view	ok	NULL				
66	TeacherTest_1767163062	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
66	TeacherTest_1767163062	parent	1213	Lesson Plans			n/a	NULL				
66	TeacherTest_1767163062	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
66	TeacherTest_1767163062	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
66	TeacherTest_1767163062	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
66	TeacherTest_1767163062	parent	1217	Assessments			n/a	NULL				
66	TeacherTest_1767163062	child	1217	Assessments			n/a	1218	Create Assessment			n/a
66	TeacherTest_1767163062	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
66	TeacherTest_1767163062	child	1217	Assessments			n/a	1220	Enter Marks			n/a
66	TeacherTest_1767163062	child	1217	Assessments			n/a	1221	Class Results			n/a
66	TeacherTest_1767163062	parent	1222	Discipline			n/a	NULL				
66	TeacherTest_1767163062	child	1222	Discipline			n/a	1223	Log Incident			n/a
66	TeacherTest_1767163062	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
66	TeacherTest_1767163062	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
66	TeacherTest_1767163062	parent	1226	Parents			n/a	NULL				
66	TeacherTest_1767163062	child	1226	Parents			n/a	1227	Parent Contacts			n/a
66	TeacherTest_1767163062	child	1226	Parents			n/a	1228	Send Message			n/a
66	TeacherTest_1767163062	child	1226	Parents			n/a	1229	Message History			n/a
66	TeacherTest_1767163062	parent	1230	Reports			n/a	NULL				
66	TeacherTest_1767163062	child	1230	Reports			n/a	1231	Class Report			n/a
66	TeacherTest_1767163062	child	1230	Reports			n/a	1232	Progress Reports			n/a
66	TeacherTest_1767163062	child	1230	Reports			n/a	1233	Term Reports			n/a
66	TeacherTest_1767163062	child	1230	Reports			n/a	1234	Report Cards			n/a
67	TeacherTest_1767164152	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
67	TeacherTest_1767164152	parent	450	My Teaching			n/a	NULL				
67	TeacherTest_1767164152	parent	1204	My Students			n/a	NULL				
67	TeacherTest_1767164152	child	1204	My Students			n/a	1205	Student List			n/a
67	TeacherTest_1767164152	child	1204	My Students			n/a	1206	Student Profiles			n/a
67	TeacherTest_1767164152	child	1204	My Students			n/a	1207	Performance			n/a
67	TeacherTest_1767164152	child	1204	My Students			n/a	1208	Special Needs			n/a
67	TeacherTest_1767164152	parent	1209	Attendance			n/a	NULL				
67	TeacherTest_1767164152	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
67	TeacherTest_1767164152	child	1209	Attendance			n/a	1211	Attendance History			n/a
67	TeacherTest_1767164152	child	1209	Attendance			n/a	1212	Absentees Today			n/a
67	TeacherTest_1767164152	parent	150	Communications	manage_communications	communications_view	ok	NULL				
67	TeacherTest_1767164152	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
67	TeacherTest_1767164152	parent	1213	Lesson Plans			n/a	NULL				
67	TeacherTest_1767164152	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
67	TeacherTest_1767164152	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
67	TeacherTest_1767164152	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
67	TeacherTest_1767164152	parent	1217	Assessments			n/a	NULL				
67	TeacherTest_1767164152	child	1217	Assessments			n/a	1218	Create Assessment			n/a
67	TeacherTest_1767164152	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
67	TeacherTest_1767164152	child	1217	Assessments			n/a	1220	Enter Marks			n/a
67	TeacherTest_1767164152	child	1217	Assessments			n/a	1221	Class Results			n/a
67	TeacherTest_1767164152	parent	1222	Discipline			n/a	NULL				
67	TeacherTest_1767164152	child	1222	Discipline			n/a	1223	Log Incident			n/a
67	TeacherTest_1767164152	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
67	TeacherTest_1767164152	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
67	TeacherTest_1767164152	parent	1226	Parents			n/a	NULL				
67	TeacherTest_1767164152	child	1226	Parents			n/a	1227	Parent Contacts			n/a
67	TeacherTest_1767164152	child	1226	Parents			n/a	1228	Send Message			n/a
67	TeacherTest_1767164152	child	1226	Parents			n/a	1229	Message History			n/a
67	TeacherTest_1767164152	parent	1230	Reports			n/a	NULL				
67	TeacherTest_1767164152	child	1230	Reports			n/a	1231	Class Report			n/a
67	TeacherTest_1767164152	child	1230	Reports			n/a	1232	Progress Reports			n/a
67	TeacherTest_1767164152	child	1230	Reports			n/a	1233	Term Reports			n/a
67	TeacherTest_1767164152	child	1230	Reports			n/a	1234	Report Cards			n/a
68	TeacherTest_1767164188	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
68	TeacherTest_1767164188	parent	450	My Teaching			n/a	NULL				
68	TeacherTest_1767164188	parent	1204	My Students			n/a	NULL				
68	TeacherTest_1767164188	child	1204	My Students			n/a	1205	Student List			n/a
68	TeacherTest_1767164188	child	1204	My Students			n/a	1206	Student Profiles			n/a
68	TeacherTest_1767164188	child	1204	My Students			n/a	1207	Performance			n/a
68	TeacherTest_1767164188	child	1204	My Students			n/a	1208	Special Needs			n/a
68	TeacherTest_1767164188	parent	1209	Attendance			n/a	NULL				
68	TeacherTest_1767164188	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
68	TeacherTest_1767164188	child	1209	Attendance			n/a	1211	Attendance History			n/a
68	TeacherTest_1767164188	child	1209	Attendance			n/a	1212	Absentees Today			n/a
68	TeacherTest_1767164188	parent	150	Communications	manage_communications	communications_view	ok	NULL				
68	TeacherTest_1767164188	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
68	TeacherTest_1767164188	parent	1213	Lesson Plans			n/a	NULL				
68	TeacherTest_1767164188	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
68	TeacherTest_1767164188	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
68	TeacherTest_1767164188	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
68	TeacherTest_1767164188	parent	1217	Assessments			n/a	NULL				
68	TeacherTest_1767164188	child	1217	Assessments			n/a	1218	Create Assessment			n/a
68	TeacherTest_1767164188	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
68	TeacherTest_1767164188	child	1217	Assessments			n/a	1220	Enter Marks			n/a
68	TeacherTest_1767164188	child	1217	Assessments			n/a	1221	Class Results			n/a
68	TeacherTest_1767164188	parent	1222	Discipline			n/a	NULL				
68	TeacherTest_1767164188	child	1222	Discipline			n/a	1223	Log Incident			n/a
68	TeacherTest_1767164188	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
68	TeacherTest_1767164188	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
68	TeacherTest_1767164188	parent	1226	Parents			n/a	NULL				
68	TeacherTest_1767164188	child	1226	Parents			n/a	1227	Parent Contacts			n/a
68	TeacherTest_1767164188	child	1226	Parents			n/a	1228	Send Message			n/a
68	TeacherTest_1767164188	child	1226	Parents			n/a	1229	Message History			n/a
68	TeacherTest_1767164188	parent	1230	Reports			n/a	NULL				
68	TeacherTest_1767164188	child	1230	Reports			n/a	1231	Class Report			n/a
68	TeacherTest_1767164188	child	1230	Reports			n/a	1232	Progress Reports			n/a
68	TeacherTest_1767164188	child	1230	Reports			n/a	1233	Term Reports			n/a
68	TeacherTest_1767164188	child	1230	Reports			n/a	1234	Report Cards			n/a
69	TeacherTest_1767165995	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
69	TeacherTest_1767165995	parent	450	My Teaching			n/a	NULL				
69	TeacherTest_1767165995	parent	1204	My Students			n/a	NULL				
69	TeacherTest_1767165995	child	1204	My Students			n/a	1205	Student List			n/a
69	TeacherTest_1767165995	child	1204	My Students			n/a	1206	Student Profiles			n/a
69	TeacherTest_1767165995	child	1204	My Students			n/a	1207	Performance			n/a
69	TeacherTest_1767165995	child	1204	My Students			n/a	1208	Special Needs			n/a
69	TeacherTest_1767165995	parent	1209	Attendance			n/a	NULL				
69	TeacherTest_1767165995	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
69	TeacherTest_1767165995	child	1209	Attendance			n/a	1211	Attendance History			n/a
69	TeacherTest_1767165995	child	1209	Attendance			n/a	1212	Absentees Today			n/a
69	TeacherTest_1767165995	parent	150	Communications	manage_communications	communications_view	ok	NULL				
69	TeacherTest_1767165995	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
69	TeacherTest_1767165995	parent	1213	Lesson Plans			n/a	NULL				
69	TeacherTest_1767165995	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
69	TeacherTest_1767165995	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
69	TeacherTest_1767165995	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
69	TeacherTest_1767165995	parent	1217	Assessments			n/a	NULL				
69	TeacherTest_1767165995	child	1217	Assessments			n/a	1218	Create Assessment			n/a
69	TeacherTest_1767165995	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
69	TeacherTest_1767165995	child	1217	Assessments			n/a	1220	Enter Marks			n/a
69	TeacherTest_1767165995	child	1217	Assessments			n/a	1221	Class Results			n/a
69	TeacherTest_1767165995	parent	1222	Discipline			n/a	NULL				
69	TeacherTest_1767165995	child	1222	Discipline			n/a	1223	Log Incident			n/a
69	TeacherTest_1767165995	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
69	TeacherTest_1767165995	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
69	TeacherTest_1767165995	parent	1226	Parents			n/a	NULL				
69	TeacherTest_1767165995	child	1226	Parents			n/a	1227	Parent Contacts			n/a
69	TeacherTest_1767165995	child	1226	Parents			n/a	1228	Send Message			n/a
69	TeacherTest_1767165995	child	1226	Parents			n/a	1229	Message History			n/a
69	TeacherTest_1767165995	parent	1230	Reports			n/a	NULL				
69	TeacherTest_1767165995	child	1230	Reports			n/a	1231	Class Report			n/a
69	TeacherTest_1767165995	child	1230	Reports			n/a	1232	Progress Reports			n/a
69	TeacherTest_1767165995	child	1230	Reports			n/a	1233	Term Reports			n/a
69	TeacherTest_1767165995	child	1230	Reports			n/a	1234	Report Cards			n/a
70	TeacherTest_1767166489	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
70	TeacherTest_1767166489	parent	450	My Teaching			n/a	NULL				
70	TeacherTest_1767166489	parent	1204	My Students			n/a	NULL				
70	TeacherTest_1767166489	child	1204	My Students			n/a	1205	Student List			n/a
70	TeacherTest_1767166489	child	1204	My Students			n/a	1206	Student Profiles			n/a
70	TeacherTest_1767166489	child	1204	My Students			n/a	1207	Performance			n/a
70	TeacherTest_1767166489	child	1204	My Students			n/a	1208	Special Needs			n/a
70	TeacherTest_1767166489	parent	1209	Attendance			n/a	NULL				
70	TeacherTest_1767166489	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
70	TeacherTest_1767166489	child	1209	Attendance			n/a	1211	Attendance History			n/a
70	TeacherTest_1767166489	child	1209	Attendance			n/a	1212	Absentees Today			n/a
70	TeacherTest_1767166489	parent	150	Communications	manage_communications	communications_view	ok	NULL				
