role_id	role_name	row_type	parent_menu_id	parent_label	parent_route	parent_required_permissions	parent_permission_coverage	child_menu_id	child_label	child_route	child_required_permissions	child_permission_coverage
5	Headteacher	child	363	Admissions	manage_students_admissions	admission_view	ok	365	Admission Status	admission_status		n/a
5	Headteacher	parent	904	Attendance	mark_attendance	attendance_view	ok	NULL				
5	Headteacher	child	904	Attendance	mark_attendance	attendance_view	ok	905	Mark Attendance	mark_attendance	attendance_view	ok
5	Headteacher	child	904	Attendance	mark_attendance	attendance_view	ok	906	View Attendance	view_attendance	attendance_view	ok
5	Headteacher	child	904	Attendance	mark_attendance	attendance_view	ok	1332	Staff Attendance	staff_attendance	attendance_view	ok
5	Headteacher	parent	312	Discipline	student_discipline		n/a	NULL				
5	Headteacher	child	312	Discipline	student_discipline		n/a	313	Discipline Cases	discipline_cases		n/a
5	Headteacher	child	312	Discipline	student_discipline		n/a	314	Conduct Reports	conduct_reports		n/a
5	Headteacher	parent	700	Boarding	manage_boarding	boarding_view	ok	NULL				
5	Headteacher	child	700	Boarding	manage_boarding	boarding_view	ok	701	Manage Boarding	manage_boarding	boarding_view	ok
5	Headteacher	child	700	Boarding	manage_boarding	boarding_view	ok	1329	Roll Call	boarding_roll_call		n/a
5	Headteacher	child	700	Boarding	manage_boarding	boarding_view	ok	1330	Permissions & Exeats	permissions_exeats		n/a
5	Headteacher	child	700	Boarding	manage_boarding	boarding_view	ok	1331	Dormitory Management	dormitory_management		n/a
5	Headteacher	parent	378	Activities	manage_activities	activities_view	ok	NULL				
5	Headteacher	child	378	Activities	manage_activities	activities_view	ok	379	Clubs & Societies	clubs_societies		n/a
5	Headteacher	child	378	Activities	manage_activities	activities_view	ok	380	Sports	sports		n/a
5	Headteacher	child	378	Activities	manage_activities	activities_view	ok	381	Competitions	competitions		n/a
5	Headteacher	child	378	Activities	manage_activities	activities_view	ok	382	School Events	school_events		n/a
5	Headteacher	child	378	Activities	manage_activities	activities_view	ok	383	Assemblies	assemblies		n/a
5	Headteacher	parent	374	Fee Balances	manage_fees	finance_view	ok	NULL				
5	Headteacher	child	374	Fee Balances	manage_fees	finance_view	ok	375	Students with Balance	students_with_balance		n/a
5	Headteacher	child	374	Fee Balances	manage_fees	finance_view	ok	376	Balances by Class	balances_by_class		n/a
5	Headteacher	child	374	Fee Balances	manage_fees	finance_view	ok	377	Fee Defaulters	fee_defaulters		n/a
5	Headteacher	parent	397	Student Welfare	student_counseling	chapel_view	ok	NULL				
5	Headteacher	child	397	Student Welfare	student_counseling	chapel_view	ok	398	Special Needs	special_needs		n/a
5	Headteacher	child	397	Student Welfare	student_counseling	chapel_view	ok	399	Counseling Records	counseling_records		n/a
5	Headteacher	parent	324	Reports	performance_reports		n/a	NULL				
5	Headteacher	child	324	Reports	performance_reports		n/a	325	Academic Reports	academic_reports		n/a
5	Headteacher	child	324	Reports	performance_reports		n/a	326	Performance Analysis	performance_analysis		n/a
5	Headteacher	child	324	Reports	performance_reports		n/a	327	Term Reports	term_reports		n/a
5	Headteacher	parent	1091	Analytics	enrollment_trends		n/a	NULL				
5	Headteacher	child	1091	Analytics	enrollment_trends		n/a	1092	Enrollment Trends	enrollment_trends		n/a
5	Headteacher	child	1091	Analytics	enrollment_trends		n/a	1093	Performance Trends	performance_trends		n/a
5	Headteacher	child	1091	Analytics	enrollment_trends		n/a	1094	Attendance Trends	attendance_trends		n/a
5	Headteacher	child	1091	Analytics	enrollment_trends		n/a	1095	Comparative Reports	comparative_reports		n/a
5	Headteacher	parent	150	Communications	manage_communications	communications_view	ok	NULL				
5	Headteacher	child	150	Communications	manage_communications	communications_view	ok	1052	Announcements	manage_announcements	communications_view	ok
5	Headteacher	child	150	Communications	manage_communications	communications_view	ok	1053	SMS Messages	manage_sms	communications_view	ok
5	Headteacher	child	150	Communications	manage_communications	communications_view	ok	1054	Emails	manage_email	communications_view	ok
5	Headteacher	parent	99999	Headteacher Test Item	headteacher_test_item	headteacher_test_permission	ok	NULL				
6	Deputy Head - Academic	parent	1333	Dashboard	deputy_head_academic_dashboard		n/a	NULL				
6	Deputy Head - Academic	parent	1100	Timetable			n/a	NULL				
6	Deputy Head - Academic	child	1100	Timetable			n/a	1101	Master Timetable			n/a
6	Deputy Head - Academic	child	1100	Timetable			n/a	1102	Create Timetable			n/a
6	Deputy Head - Academic	child	1100	Timetable			n/a	1103	Class Timetables			n/a
6	Deputy Head - Academic	child	1100	Timetable			n/a	1104	Teacher Timetables			n/a
6	Deputy Head - Academic	child	1100	Timetable			n/a	1105	Room Allocation			n/a
6	Deputy Head - Academic	parent	1106	Academic Years			n/a	NULL				
6	Deputy Head - Academic	child	1106	Academic Years			n/a	1109	Term Dates			n/a
6	Deputy Head - Academic	parent	356	Students			n/a	NULL				
6	Deputy Head - Academic	parent	1111	Admissions			n/a	NULL				
6	Deputy Head - Academic	child	1111	Admissions			n/a	1112	New Applications			n/a
6	Deputy Head - Academic	child	1111	Admissions			n/a	1113	Process Admissions			n/a
6	Deputy Head - Academic	child	1111	Admissions			n/a	1114	Interviews			n/a
6	Deputy Head - Academic	child	1111	Admissions			n/a	1115	Placement Tests			n/a
6	Deputy Head - Academic	child	1111	Admissions			n/a	1116	Enrollment			n/a
6	Deputy Head - Academic	parent	1122	Learning Areas			n/a	NULL				
6	Deputy Head - Academic	child	1122	Learning Areas			n/a	1126	Syllabus Coverage			n/a
6	Deputy Head - Academic	parent	1127	Examinations			n/a	NULL				
6	Deputy Head - Academic	child	1127	Examinations			n/a	1128	Exam Schedule			n/a
6	Deputy Head - Academic	child	1127	Examinations			n/a	1132	Results Entry			n/a
6	Deputy Head - Academic	parent	366	Teachers			n/a	NULL				
6	Deputy Head - Academic	child	366	Teachers			n/a	367	Teacher Allocation			n/a
6	Deputy Head - Academic	child	366	Teachers			n/a	368	Subject Assignment			n/a
6	Deputy Head - Academic	parent	1133	Assessments			n/a	NULL				
6	Deputy Head - Academic	child	1133	Assessments			n/a	1134	Summative (Exams)			n/a
6	Deputy Head - Academic	child	1133	Assessments			n/a	1135	Formative (CATs)			n/a
6	Deputy Head - Academic	child	1133	Assessments			n/a	1136	Assessment Calendar			n/a
6	Deputy Head - Academic	child	1133	Assessments			n/a	1137	Rubrics			n/a
6	Deputy Head - Academic	parent	1138	Lesson Plans			n/a	NULL				
6	Deputy Head - Academic	parent	1143	Class Management			n/a	NULL				
6	Deputy Head - Academic	parent	1148	Reports			n/a	NULL				
6	Deputy Head - Academic	child	1148	Reports			n/a	1150	Class Performance			n/a
6	Deputy Head - Academic	child	1148	Reports			n/a	1151	Teacher Reports			n/a
6	Deputy Head - Academic	child	1148	Reports			n/a	1152	Term Analysis			n/a
7	Class Teacher	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
7	Class Teacher	parent	450	My Teaching			n/a	NULL				
7	Class Teacher	parent	1204	My Students			n/a	NULL				
7	Class Teacher	child	1204	My Students			n/a	1205	Student List			n/a
7	Class Teacher	child	1204	My Students			n/a	1206	Student Profiles			n/a
7	Class Teacher	child	1204	My Students			n/a	1207	Performance			n/a
7	Class Teacher	child	1204	My Students			n/a	1208	Special Needs			n/a
7	Class Teacher	parent	1209	Attendance			n/a	NULL				
7	Class Teacher	child	1209	Attendance			n/a	1210	Mark Attendance			n/a
7	Class Teacher	child	1209	Attendance			n/a	1211	Attendance History			n/a
7	Class Teacher	child	1209	Attendance			n/a	1212	Absentees Today			n/a
7	Class Teacher	parent	150	Communications	manage_communications	communications_view	ok	NULL				
7	Class Teacher	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
7	Class Teacher	parent	1213	Lesson Plans			n/a	NULL				
7	Class Teacher	child	1213	Lesson Plans			n/a	1214	My Lesson Plans			n/a
7	Class Teacher	child	1213	Lesson Plans			n/a	1215	Create Lesson Plan			n/a
7	Class Teacher	child	1213	Lesson Plans			n/a	1216	Schemes of Work			n/a
7	Class Teacher	parent	1217	Assessments			n/a	NULL				
7	Class Teacher	child	1217	Assessments			n/a	1218	Create Assessment			n/a
7	Class Teacher	child	1217	Assessments			n/a	1219	CATs (Formative)			n/a
7	Class Teacher	child	1217	Assessments			n/a	1220	Enter Marks			n/a
7	Class Teacher	child	1217	Assessments			n/a	1221	Class Results			n/a
7	Class Teacher	parent	1222	Discipline			n/a	NULL				
7	Class Teacher	child	1222	Discipline			n/a	1223	Log Incident			n/a
7	Class Teacher	child	1222	Discipline			n/a	1224	Behavior Notes			n/a
7	Class Teacher	child	1222	Discipline			n/a	1225	Conduct Grades			n/a
7	Class Teacher	parent	1226	Parents			n/a	NULL				
7	Class Teacher	child	1226	Parents			n/a	1227	Parent Contacts			n/a
7	Class Teacher	child	1226	Parents			n/a	1228	Send Message			n/a
7	Class Teacher	child	1226	Parents			n/a	1229	Message History			n/a
7	Class Teacher	parent	1230	Reports			n/a	NULL				
7	Class Teacher	child	1230	Reports			n/a	1231	Class Report			n/a
7	Class Teacher	child	1230	Reports			n/a	1232	Progress Reports			n/a
7	Class Teacher	child	1230	Reports			n/a	1233	Term Reports			n/a
7	Class Teacher	child	1230	Reports			n/a	1234	Report Cards			n/a
8	Subject Teacher	parent	104	Dashboard	teacher_dashboard		n/a	NULL				
8	Subject Teacher	parent	450	My Teaching			n/a	NULL				
8	Subject Teacher	child	450	My Teaching			n/a	451	My Classes	myclasses	academic_view	ok
8	Subject Teacher	parent	1250	My Subjects			n/a	NULL				
8	Subject Teacher	child	1250	My Subjects			n/a	1251	Subject Overview			n/a
8	Subject Teacher	child	1250	My Subjects			n/a	1252	Classes I Teach			n/a
8	Subject Teacher	child	1250	My Subjects			n/a	1253	Syllabus			n/a
8	Subject Teacher	parent	1254	My Students			n/a	NULL				
8	Subject Teacher	child	1254	My Students			n/a	1255	Student List			n/a
8	Subject Teacher	child	1254	My Students			n/a	1256	By Class			n/a
8	Subject Teacher	child	1254	My Students			n/a	1257	Performance Tracking			n/a
8	Subject Teacher	parent	150	Communications	manage_communications	communications_view	ok	NULL				
8	Subject Teacher	child	150	Communications	manage_communications	communications_view	ok	151	Messages	manage_communications	communications_view	ok
8	Subject Teacher	parent	1258	Lesson Plans			n/a	NULL				
8	Subject Teacher	child	1258	Lesson Plans			n/a	1259	My Lesson Plans			n/a
8	Subject Teacher	child	1258	Lesson Plans			n/a	1260	Create Lesson			n/a
8	Subject Teacher	child	1258	Lesson Plans			n/a	1261	Schemes of Work			n/a
8	Subject Teacher	parent	1262	Assessments			n/a	NULL				
8	Subject Teacher	child	1262	Assessments			n/a	1263	Create CAT			n/a
8	Subject Teacher	child	1262	Assessments			n/a	1264	My CATs			n/a
8	Subject Teacher	child	1262	Assessments			n/a	1265	Grade Entry			n/a
8	Subject Teacher	child	1262	Assessments			n/a	1266	Grading Status			n/a
8	Subject Teacher	parent	1267	Examinations			n/a	NULL				
8	Subject Teacher	child	1267	Examinations			n/a	1268	Exam Schedule			n/a
8	Subject Teacher	child	1267	Examinations			n/a	1269	Enter Results			n/a
8	Subject Teacher	child	1267	Examinations			n/a	1270	Results Summary			n/a
8	Subject Teacher	parent	904	Attendance	mark_attendance	attendance_view	ok	NULL				
8	Subject Teacher	child	904	Attendance	mark_attendance	attendance_view	ok	905	Mark Attendance	mark_attendance	attendance_view	ok
8	Subject Teacher	child	904	Attendance	mark_attendance	attendance_view	ok	906	View Attendance	view_attendance	attendance_view	ok
8	Subject Teacher	parent	1271	Resources			n/a	NULL				
8	Subject Teacher	child	1271	Resources			n/a	1272	Teaching Materials			n/a
8	Subject Teacher	child	1271	Resources			n/a	1273	Upload Resource			n/a
8	Subject Teacher	child	1271	Resources			n/a	1274	Past Papers			n/a
8	Subject Teacher	parent	1275	Reports			n/a	NULL				
8	Subject Teacher	child	1275	Reports			n/a	1276	Subject Report			n/a
8	Subject Teacher	child	1275	Reports			n/a	1277	Class Comparison			n/a
8	Subject Teacher	child	1275	Reports			n/a	1278	Term Analysis			n/a
9	Intern/Student Teacher	parent	106	Dashboard	intern_student_teacher_dashboard	academic_view	ok	NULL				
9	Intern/Student Teacher	parent	450	My Teaching			n/a	NULL				
9	Intern/Student Teacher	parent	1300	My Assignments			n/a	NULL				
9	Intern/Student Teacher	child	1300	My Assignments			n/a	1301	Assigned Classes			n/a
